,STATUS,cEXT,cNEU,cAGR,cCON,cOPN
9109,going gym...hit later,0,0,0,1,1
9110,"people walk rain, others get wet",0,0,0,1,1
9111,anyone replaced machine deserves,0,0,0,1,1
9112,may overworked abs today...feel torn,0,0,0,1,1
9113,undertaking new action brings new strength,0,0,0,1,1
9114,going long run hit later,0,0,0,1,1
9115,people never run far enough first wind find got second,0,0,0,1,1
9116,"like running challenge.  run hard, pain - got work way pain.  know, lately seems hear is? overdo it' and? push yourself.' well, think lot bull shit.  push human body, respond",0,0,0,1,1
9117,person says cannot done interrupt person it.,0,0,0,1,1
9118,trouble punctual nobody's appreciate,0,0,0,1,1
9119,want leader try act like one,0,0,0,1,1
9120,"genius persistence. conquers opposers. gives confidence. annihilates obstacles. everybody believes determined man. people know undertakes thing, battle half won, rule accomplish whatever sets do.",0,0,0,1,1
9121,"myself, me? others, i?and now, when?",0,0,0,1,1
9122,lunch going work out....any workout involve certain amount danger responsibility improve body - wears,0,0,0,1,1
9123,first rule keep untroubled spirit. second look things face know,0,0,0,1,1
9124,drown falling water. drown staying there.,0,0,0,1,1
9125,"select one quality, one personal characteristic regard highly correlated success, whatever field, would pick trait persistence. determination. endure end, get knocked seventy times get floor saying, ''here comes number seventy-one!",0,0,0,1,1
9126,".if wait moment everything,  absolutely everything ready, shall never begin",0,0,0,1,1
9127,getting smoked tonight,0,0,0,1,1
9128,"great believer luck, find harder work, it.",0,0,0,1,1
9129,"toughness made equal parts persistence experience. much outrun opponents outlast outsmart them, toughest opponent one inside head",0,0,0,1,1
9130,going run,0,0,0,1,1
9131,monday..enough said,0,0,0,1,1
9132,jealousy tribute mediocrity pays genius.,0,0,0,1,1
9133,"long accomplish great noble task, chief duty accomplish humble tasks though great noble",0,0,0,1,1
9134,"average estimate do, average",0,0,0,1,1
9135,phones dead,0,0,0,1,1
9136,"running course, weight room",0,0,0,1,1
9137,"personally, think intelligent life planets. planets different one?",0,0,0,1,1
9138,since house fire let us warm,0,0,0,1,1
9139,going qm,0,0,0,1,1
9140,msc iii class..,0,0,0,1,1
9141,good day...goodnight,0,0,0,1,1
9142,got battle rattle ready,0,0,0,1,1
9143,education progressive discovery ignorance,0,0,0,1,1
9144,common sense uncommon degree world calls wisdom,0,0,0,1,1
9145,executive ability deciding quickly getting somebody else work.,0,0,0,1,1
9146,live sword get shot not.,0,0,0,1,1
9147,want win? want lose!,0,0,0,1,1
9148,despise fact already almost 3 hours,0,0,0,1,1
9149,nothing world take place persistence. talent not; nothing common unsuccessful men talent. genius not; unrewarded genius almost proverb. education not; world full educated derelicts. persistence determination alone omnipotent,0,0,0,1,1
9150,win means nothing without prepare,0,0,0,1,1
9151,"excellence art training habituation. act rightly virtue excellence, rather acted rightly. repeatedly do. excellence, then, act habit.",0,0,0,1,1
9152,got great ambition die exhaustion rather boredom,0,0,0,1,1
9153,life gives lemons - make grapejuice. sit back let people wonder it.,0,0,0,1,1
9154,"since light travels faster sound,  people appear bright hear speak",0,0,0,1,1
9155,"convince them, confuse",0,0,0,1,1
9156,first free weekend,0,0,0,1,1
9157,power accurate observation frequently called cynicism,0,0,0,1,1
9158,"far better dare mighty things, win glorious triumphs even though checkered failure, rank poor spirits neither enjoy suffer much live gray twilight knows neither victory defeat.",0,0,0,1,1
9159,"me, hope never disagree. but, ever be, hell you,",0,0,0,1,1
9160,everything's different mean anything's changed,0,0,0,1,1
9161,"characteristic great wits say much words, small wits seem gift speaking much saying nothing.",0,0,0,1,1
9162,work leap twenty-foot canyon two ten-foot jumps,0,0,0,1,1
9163,common sense instinct.  enough genius,0,0,0,1,1
9164,finished ruck run,0,0,0,1,1
9165,always felt anyone else make give best,0,0,0,1,1
9166,sometimes                            entirely appropriate kill fly sledge                            hammer,0,0,0,1,1
9167,chem test,0,0,0,1,1
9168,dreams permit every one us quietly safely insane every night lives,0,0,0,1,1
9169,"greatest; double greatest. knock  out, pick round.",0,0,0,1,1
9170,"one stick training throughout many long years, power longer problem. raining? matter. tired? besides point. simply",0,0,0,1,1
9171,"seems rather incongruous society supersophisticated communication, often suffer shortage listeners",0,0,0,1,1
9172,"path less traveled easy path, would take it, thus making greatness simply average",0,0,0,1,1
9173,people demand freedom speech make  freedom thought avoid,0,0,0,1,1
9174,"matter go,",0,0,0,1,1
9175,"point say, well, successful now. might well take nap",0,0,0,1,1
9176,"got back rugby weight room, going eat....hit later",0,0,0,1,1
9177,"                           fair fight, plan properly",0,0,0,1,1
9178,            problem think time,0,0,0,1,1
9179,"light thinks travels faster anything wrong. matter fast light travels, finds darkness always got first, waiting it.",0,0,0,1,1
9180,amazing amount news happens world every day always exactly fits newspaper,0,0,0,1,1
9181,perseverance endurance. endurance combined absolute assurance certainty looking going happen,0,0,0,1,1
9182,"criticize someone, walk mile shoes. way criticize them, mile away shoes",0,0,0,1,1
9183,characteristic excellence strong man bring momentous issues fore make decision them. weak always forced decide alternatives chosen themselves.,0,0,0,1,1
9184,"picture mind world without war, world without hate. picture us attacking world, would never expect",0,0,0,1,1
9185,"motivation fire within. someone else tries light fire you, chances burn briefly",0,0,0,1,1
9186,surprise,0,0,0,1,1
9187,success result spontaneous combustion. must set fire.,0,0,0,1,1
9188,"cluttered desk sign cluttered mind, significance clean desk?",0,0,0,1,1
9189,believing requires action,0,0,0,1,1
9190,two evils always pick one never tried,0,0,0,1,1
9191,"adapted active life prepare contemplation practice active life, adapted contemplative life take upon works active life become yet apt contemplation",0,0,0,1,1
9192,i?,0,0,0,1,1
9193,"thinking interesting knowing, less interesting looking",0,0,0,1,1
9194,"man imposes limitations, set",0,0,0,1,1
9195,"run, think us good, enjoy cannot help ourselves...the restricted society work become, necessary find outlet craving freedom.  one say, 'you must run faster this, hump higher that.'  human spirit indomitable",0,0,0,1,1
9196,"must concerns me. rule, equally arduous actual intellectual life, may serve whole distinction greatness meanness. harder always find think know duty better know it.",0,0,0,1,1
9197,"restlessness dicontent, discontent first neccesity progress",0,0,0,1,1
9198,cannot survival goal.  would boring.,0,0,0,1,1
9200,slower move faster die,0,0,0,1,1
9201,"one reason resist making deliberate choices choice equals change us, feeling world unpredictable enough, try minimise trauma change personal lives.",0,0,0,1,1
9202,"four ways, four ways, contact world. evaluated classified four contacts: do, look, say, say it.",0,0,0,1,1
9203,success often achieved know failure inevitable.,0,0,0,1,1
9204,"workouts like brushing teeth; think them, them.  decision already made",0,0,0,1,1
9205,"leadership confined process, writing format",0,0,0,1,1
9206,"staying late reading analysis caesars civil war man lived quote audacity, audacity, always audacity, amazing success life, war, politics yet another hwever old testament fortune trully favor audacious saying seems hold truth every experience",0,0,0,1,1
9207,"everyone trying accomplish something big, realizing life made little things",0,0,0,1,1
9208,going sleep good tonight,0,0,0,1,1
9209,"bees, honey; work, money.",0,0,0,1,1
9210,fun,0,0,0,1,1
9211,"hate expression ""what makes tick.""  american mind, looking simple singular solution, uses foolish expression.  person ticks, also chimes strikes hour, falls breaks put together again, sometimes stops like electric clock thunderstorm",0,0,0,1,1
9212,going work out..then mapping setting stx lanes tonight hit want,0,0,0,1,1
9213,"fight one round. arms tired hardly lift hands come guard, fight one round. nose bleeding eyes black tired wish opponent would crack one jaw put sleep, fight one round  remembering man always fights one round never beaten",0,0,0,1,1
9214,"earlier tonight, found picture waldo jail. think much realized probably wanted fugitive always hiding",0,0,0,1,1
9215,opportunity man use it?,0,0,0,1,1
9216,"find funny monday(mconfusion tuesday(tconfusion, rest week says wtf?",0,0,0,1,1
9217,"truth finest moments likely occur feeling deeply uncomfortable, unhappy, unfulfilled. moments, propelled discomfort, likely step ruts start searching different ways truer answers",0,0,0,1,1
9218,"read, every day, something one else reading. think, everyday, something one else thinking. do, every day, something one else would crazy enough do.",0,0,0,1,1
9219,someday,0,0,0,1,1
9220,"better time now. time live now. time dream now. time imagine forget past now. time shine now. time bleed, sweat, determine things want now.",0,0,0,1,1
9221,things subject interpretation whichever interpretation prevails given time function power truth.,0,0,0,1,1
9222,change growth; movement forward.,0,0,0,1,1
9223,stx friday hit want in....the greatest potential control tends exist point action takes place.,0,0,0,1,1
9224,dream great...achieve greatness,0,0,0,1,1
9225,"business life get ahead others, get ahead -- break records, outstrip yesterday today.",0,0,0,1,1
9226,"aim perfection,  discover moving target.",0,0,0,1,1
9227,"go urbandictionary.com, type first name, copy paste status, put first entry name comment.",0,0,0,1,1
9228,"alarm clock & fight. wanted get up, refused. things escalated. awake & its broken. sure fight",0,0,0,1,1
9229,try learn something everything everything something,0,0,0,1,1
9230,think..see. ..act...,0,0,0,1,1
9231,"failure establishes this, determination succeed strong enough",0,0,0,1,1
9232,always think straight line,0,0,0,1,1
9233,rise level  expectations. fall level training,0,0,0,1,1
9234,plis entren al grupo del eski!!!!!!! !!,0,0,1,1,1
9235,"midna game twice, die, gets like shoc, ends alive happy face smiley, anyway, happy talk you, everything going there? neftali, stephany, lewis, andre everybody else?",0,0,1,1,1
9236,"wiiiii, ahora soy hermano de la *propname*!!! laughing big grin laugh glasseslaughing big grin laugh glasses",0,0,1,1,1
9237,feliz navidad! laughing big grin laugh glasseslaughing big grin laugh glasses,0,0,1,1,1
9238,hoidia celebro mi pertenencia mas de 100 grupos! laughing big grin laugh glasses,0,0,1,1,1
9239,por fin vacaciones!!!!! poo ser feliz laughing big grin laugh glasseslaughing big grin laugh glasses ... surprise despues viene media!!,0,0,1,1,1
9240,"en viña, vuelvo el 15, chaoo laughing big grin laugh glasses",0,0,1,1,1
9241,"voi algarrobo x 2 semanas, asi q chaoo! pasenlo super bien n sus vacaciones laughing big grin laugh glasses",0,0,1,1,1
9242,q lo pased dm bkn n las vacaciones!! yo pronto desaparesco fb...,0,0,1,1,1
9243,pueo creer q todos se metan tanto facebook! yo q pense q yo era un viciao execivo! haha... laughing big grin laugh glasseslaughing big grin laugh glasses,0,0,1,1,1
9244,q lo pased dm bkn n las vacaciones!! acuerdate coni del desafio laughing big grin laugh glasses...,0,0,1,1,1
9245,chelsea fair week?! summer gone?,0,1,1,0,1
9246,supernatural kick ass yesterday night!,0,1,1,0,1
9247,"grrrrrr. ridiculously, awkward-moment-inducingly shy sometimes?",0,1,1,0,1
9248,pink tongue sticking cheeky playful blowing raspberry,0,1,1,0,1
9249,whitehorse 6 weeks,1,0,1,1,1
9250,back home new baby brother,1,0,1,1,1
9251,miss camp!!!!!!!!!!!!!,1,0,1,1,1
9252,motley crue january 23!!!!!!!!!!!!!!,1,0,1,1,1
9253,*propname*'s. *propname* exact.,1,0,1,1,1
9254,avatar horrible movie,1,0,1,1,1
9255,get people afraid unknown becaues unknown usually way fun known,1,0,1,1,1
9256,"merry christmas,  happy hanica happy kwanza whatever celebrations today",1,0,1,1,1
9257,happy christmass eve,1,0,1,1,1
9258,christmas break!!!!!!!!!!,1,0,1,1,1
9259,2 years till world ends! stoked,1,0,1,1,1
9260,alot peoples birthday today happy birthday,1,0,1,1,1
9261,73%! highest corps,1,0,1,1,1
9262,saw pink floyd tribute band happy face smiley,1,0,1,1,1
9263,stoked motley crue saturday!!!!!!!!!!!!!,1,0,1,1,1
9264,crue rocked!!!!!!!!!!!!!,1,0,1,1,1
9265,ahhhhhhhhhhh think 2 write 4 next scene play freakin great dismay,1,0,1,1,1
9266,nsce phase 1 tomorrow,1,0,1,1,1
9267,2nd place!!!,1,0,1,1,1
9268,improv south island cup!!!!!!!!! vic high ftw,1,0,1,1,1
9269,motley crue!!!!!!!!! stoked 4 saturday tongue sticking cheeky playful blowing raspberry,1,0,1,1,1
9270,eating chilly... yum laughing big grin laugh glasses,1,0,1,1,1
9271,everyone victoria! go improv south island cup finals tonight 7happy face smiley0 vic high watch awesome improv hopefully see vic high win. tickets $8.00 students $10.00 everyone else outside auditorium foyier,1,0,1,1,1
9272,"excuse best, gone month, drunk since left called vacations soon death, sick drink, need home rest",1,0,1,1,1
9273,much popcorn... blaaaaaaaa,1,0,1,1,1
9274,sat delphinium wating cs121 resit .... joy!,1,0,0,0,1
9275,bored,1,0,0,0,1
9276,assebmler defeted.,1,0,0,0,1
9277,something must done!,1,0,0,0,1
9278,"nearly over, sleep soon ^^",1,0,0,0,1
9279,"textbook week, argh...",0,1,1,0,1
9280,still recovering... look like big fly!0_0,0,1,1,0,1
9281,read right eye now. worries. ^^,0,1,1,0,1
9282,happy thanksgiving everyone~,0,1,1,0,1
9283,addicted les miserables...,0,1,1,0,1
9284,block 2 over! time relax...,0,1,1,0,1
9285,"finally, three day weekend to.... catch school....",0,1,1,0,1
9286,moving hassle,0,1,1,0,1
9287,memory~ alone moonlight~ smile old days... dawn comes tonight memory too~ new day begin,0,1,1,0,1
9288,analyzed data quantize way feel... laughing big grin laugh glasses,0,0,1,1,1
9289,praying sun stay!,0,0,1,1,1
9290,time write. yes. happy face smiley,0,0,1,1,1
9291,co-op afternoon! many lazy mornings come..! laughing big grin laugh glasses,0,0,1,1,1
9292,went sorority life spree. painful. addictive.,0,0,1,1,1
9293,new favourite scent (ahemconfusion: diesel - brave. laughing big grin laugh glasses,0,0,1,1,1
9294,new favourite scent: diesel - brave. happy face smiley,0,0,1,1,1
9295,"""better write public, write public self."" - *propname*",0,0,1,1,1
9296,day tomorrow!!!! sledding?!?! text me!,0,0,1,1,1
9297,arghhhh. work 2-10happy face smiley0. ><,0,0,1,1,1
9298,"argh. 2 whole years! congratulations, *propname*! tolerated total 730 days! plus ""getting know you"" time... hahaha!",0,0,1,1,1
9299,...solitaire shit. tongue sticking cheeky playful blowing raspberry laughing big grin laugh glasses,0,0,1,1,1
9300,went shopping spree. goodness gracious... broke months...,0,0,1,1,1
9301,new year's resolutions? made. c; ...who needs  them?!,0,0,1,1,1
9302,1 day weekend!!!! happy face smiley,0,0,1,1,1
9303,18 days?! that?!?! cembarrassed blushing,0,0,1,1,1
9304,now?,0,0,1,1,1
9305,happy new year!,0,0,1,1,1
9306,"found god corner 1st amistad, west won. alone, smokin' last cigarette, said, ""where been?"" said ""ask anything...""",0,0,1,1,1
9307,"""so come on, get higher; loosen lips. faith desire swing hips, pull hard, drown love..."" ? best song ever. happy face smiley",0,0,1,1,1
9308,"""so maybe true live without you, maybe two better one...""",0,0,1,1,1
9309,"""my love, forgive you; never planned die - love, place two pennies eyes... love you, war. love always, forever more. love you, war - forever, always, more...""",0,0,1,1,1
9310,wants go see avatar! argh! surprise,0,0,1,1,1
9311,"going down! faster would nice, though... tongue sticking cheeky playful blowing raspberry haha!",0,0,1,1,1
9312,"""i thought today, everybody seen seen - woman bus, man dream. hey, wake *propname*; welcome future."" cembarrassed blushing",0,0,1,1,1
9313,"oh, look done; made fool everyone.",0,0,1,1,1
9314,leaving manitoba wednesday morning... looking forward it! frown sad andry pouting,0,0,1,1,1
9315,"somehow, feeling going need facebook year...  sorry dropping contact people summer",0,0,1,0,1
9316,happy thanksgiving.  bored.,0,0,1,0,1
9317,school again!!!,0,0,1,0,1
9318,happy new years everyone!!!,0,0,1,0,1
9319,biting heads barbie dolls. stress sucks.,0,0,1,0,1
9320,skull,0,0,1,0,1
9321,"*propname* single? serious? read, ""*propname* single."" anyway, want go out? single.",0,0,1,0,1
9322,"ladies sweat style like squirrel sweats nuts. yet, still single. must rotten nuts.",0,0,1,0,1
9323,"anyone want pull strings get grad school? also, anyone want buy house go grad school?",0,0,1,0,1
9324,need tell people single often. two girls talk less 24 hours. like twice many last week. wow. feel special. ride short bus.,0,0,1,0,1
9325,mom,0,0,1,0,1
9326,"also, facebook exploding? even use stupid thing anymore. fix profile? wait, underneath couch cushion next pocket lint hiding chest drawers yonder bureau",0,0,1,0,1
9327,"yes, mosquitos ak really big. actual size. size grapefruit. every summer least three people die mosquito bites ak. need something global warming, mosquitos planning revolt! akns lives depend cool temperatures! please think alaskans!!!",0,0,1,0,1
9328,pbpbpbppthbphbphthpbhtphbpthbphh,0,0,1,0,1
9329,bored.,0,0,1,0,1
9330,la di da di like party like love bother nobody...,0,0,1,0,1
9331,420 characters max. hehehehehehe....'it would lot cooler did...',0,0,1,0,1
9332,"say ""what mind"" next write? mom joke work without it. make sense. else know mom mind say ""what mind?""",0,0,1,0,1
9333,hahahahahah.....i next six days! awesome,0,0,1,0,1
9334,"got poked. *propname*. normally think would much excited getting poked, considering circumstances (i.e. personconfusion excited. fact, quite opposite. sorry bud still nub. hahahahaha",0,0,1,0,1
9335,"""i going take pants off!""",0,0,1,0,1
9336,"5 hours 20 minutes daylight today. tgif means thank god fairbanks. again, thankful tomorrow longer today.",0,0,1,0,1
9337,"""come, let us gingerly touch tips.""",0,0,1,0,1
9338,"""you white, *propname*k""",0,0,1,0,1
9339,"still awake? oh yeah, gone sleep.",0,0,1,0,1
9340,happy merry christmas friends.,0,0,1,0,1
9341,"""i slaughter like wolf among lambs. seas run red blood enemies!"" ""no, cupcakes, piping hot forty watt womb."" ""that tears many times today hear word womb?""",0,0,1,0,1
9342,merry christmas everyone reads this!,0,0,1,0,1
9343,"hey kids!!! sale now... new *propname* action figure. super fire breathing action.....on side note. think cavities. oh yeah, blow fire so...bow awesomeness!!!!",0,0,1,0,1
9344,remember stupid quote. cool.,0,0,1,0,1
9345,adam's mind thinking supposed doing. shoulda would coulda. going bite ass couple weeks. guess get done. meh. manana.,0,0,1,0,1
9346,must finish apps. must finish apps. must finish.....ah well...tomorrow's another day.,0,0,1,0,1
9347,"""are saying granny skank ass ho-bag?""",0,0,1,0,1
9348,bipolar job like *propname* *propname* articulate fob.,0,0,1,0,1
9349,"*propname* awesome...""complaining going dentist like complaining much education...it offensive alaskans...to *propname*, got finished coloring wife's book.""",0,0,1,0,1
9350,catharsis soothes sore arses carthage.,0,0,1,0,1
9351,want sleep,0,0,1,0,1
9352,new year. five years since graduated still feel like loser. thank sabumnim.,0,0,1,0,1
9353,ha! found it! new quote added...and real one time. real calendar work!,0,0,1,0,1
9354,<blank>,0,0,1,0,1
9355,love *propname*!,0,0,1,0,1
9356,smitten kittens mittens knittin' spittin' mad dad became part fad.,0,0,1,0,1
9357,che guevara president!,0,0,1,0,1
9358,err. things people ignore.,0,0,1,0,1
9359,heard awesome phrase last night. heard care ish gangsta legit.,0,0,1,0,1
9360,wish naries would get here. got things people ignore.,0,0,1,0,1
9361,happy birthday *propname*!!!,0,0,1,0,1
9362,finally!!!,0,0,1,0,1
9363,new cockney rhyming slang invented recently. *propname* (gaynessconfusion funniest one ever come with. why? actually gay. reeses pieces (peaceconfusion. please feel free use. maybe couple years one end movie say. totally mine. like *propname*'s stole idea shirt. bastards. bought one anyway though. cool.,0,0,1,0,1
9364,"""i girlfriend, know girl would really mad heard say that.""",0,0,1,0,1
9365,sledding,0,0,1,0,1
9366,taxes done gov owes one. refund says what?,0,0,1,0,1
9367,"cindy 30 times 20 minutes gi jane 12:11. save sex joke, crossfit. 2010 crossfit games come!!!!",1,1,0,1,0
9368,"*propname* 16happy face smiley7, made money vegas, 3rd 10 hour plus day week. life good",1,1,0,1,0
9369,"*propname* 16happy face smiley7, made money vegas, 3rd 10 hour plus day month. bad",1,1,0,1,0
9370,feels aweful right now. get sick like weekends only... better use sick day tomorrow pissed.,1,1,0,1,0
9371,"*propname* 16happy face smiley7, made money vegas, 3rd 10 hour plus day month. bad...and clarify *propname* crossfit workout, *propname* get head gutter",1,1,0,1,0
9372,tired move. rebecca going pick something,1,0,1,0,1
9373,packing succccccccccccccccccccccccckkkkkkksssssss.  wish gypsy care infinite selection outfits times,1,0,1,0,1
9374,music beach house,1,0,1,0,1
9375,c'est dangereux de danse parmi les chiennes de graisse,1,0,1,0,1
9376,blue grey.....grandir et s'envoler.,1,0,1,0,1
9377,"homecoming, hunt, jacqueline's birthday weekend!  fml, america, miss you! amount red wine croissants console...wish could there!  ....happy birthday jacs!!! frown sad andry pouting",1,0,1,0,1
9378,"elephant tea, deeply disappointed flavor. lipton rubbish stick soup",1,0,1,0,1
9379,forget sign ultimate club!!!!,0,1,0,0,0
9380,hot running,0,1,0,0,0
9381,"anyone trouble getting something honors ap spanish 3 hw go google search ""ninos de los inmigrantes""",0,1,0,0,0
9382,someone please tell deal practice tomorrow!!!,0,1,0,0,0
9383,yeah!!! went saw chiropractor today. hopefully relieve back issues,0,1,0,0,0
9384,todays run amazing! made washington st back 64:00 min little pain back! xc meet tmrw @rcc moreno valley,0,1,0,0,0
9385,runners went xc meet today!  congrats *propname* amazing performance win small schools girls varsity race blistering time 19:00 min.  entire girls varsity taking first place riverside county.  boys varsity tied banning #1 spot.,0,1,0,0,0
9386,go house claver!!!!!!!,0,1,0,0,0
9387,yesterday much fun... @ palm springs invite 2 runners win race.  personally came 17th 60 runners jv race time 15:05 2 miles.,0,1,0,0,0
9388,buenos noches! hasta manana *propname* people!,0,1,0,0,0
9389,rejected! dance fun last night although end hoped would. mc turned offer,0,1,0,0,0
9390,juniors ucr research: still access ucr database w//out @ ucr,0,1,0,0,0
9391,feel accomplished!  finished 1st jv boys christian league 5th overall race.  got get mi tarea done talk manana,0,1,0,0,0
9392,help me!!!! h spanish 3 hw hard article spanish summarize spanish,0,1,0,0,0
9393,many xc people ready death race tmrw????,0,1,0,0,0
9394,sorry people posted quizzes ystrday. done that. stupid anyways.,0,1,0,0,0
9395,tonight going b much fun! wait scare living daylights trick-or-treaters!,0,1,0,0,0
9396,anyone ap us please fill missed friday left? would much appreciated,0,1,0,0,0
9397,aaaaaagggggggggghhhhhhhh!!!!!!! back hurting bad past two days. wish  deal anymore. slows practice trouble getting bed morning,0,1,0,0,0
9398,anyone honors//ap spanish 3 know hw 4 weeknd?,0,1,0,0,0
9399,nite ppl hasta manana,0,1,0,0,0
9400,one *propname*'s 7th prd tell page *propname* interaction btwn mom on?,0,1,0,0,0
9401,guess one cares gave away name date dance last post,0,1,0,0,0
9402,honors//ap spanish 3 ppl: desperately need oknow whether hw,0,1,0,0,0
9403,xc ppl wanting run @ footlocker saturday online registration closed register hav person @ mt sac friday,0,1,0,0,0
9404,"ap us ppl, found interesting part textbook website might b beneficial us comes tests ras",0,1,0,0,0
9405,someone please hire band ninja assassins kill right social analysis paper?,0,1,0,0,0
9406,"xavier student barely started  social analysis paper: go tell mr. gilbert way pull 7 pgs tue.  situation found info ur topic hit 7 pgs, tell 7pgs overkill!",0,1,0,0,0
9407,"woooooooooooooooooohoooooooooohahahaah yes! finally made 1,000 words social analysis paper (alec helpedconfusion",0,1,0,0,0
9408,wants curl ball lock closet bc get feeling repeat english 3 religion 3 next year,0,1,0,0,0
9409,tied highest grade raschilla's english final,0,1,0,0,0
9410,"""fm static"" tonight's complete, everyone asleep, right want say words you, hand, take am, want",0,1,0,0,0
9411,banging head wall productive writing social analysis paper,0,1,0,0,0
9412,got new phone christmas,0,1,0,0,0
9413,anyone ap us history study guide tomorrow? noticed multiple choice questions usually lo's. near bottom list,0,1,0,0,0
9414,someone plz explain exactly supposed honors//ap spanish 3 hw?,0,1,0,0,0
9415,ppl raschilla's p. 7 name thing written ezra pound take notes on?,0,1,0,0,0
9416,stressed bored,0,1,0,0,0
9417,soon miss peace quiet.,0,0,1,1,1
9418,"""the ages 13 32 confusing times"" - *propname*",0,0,1,1,1
9419,"- ""merry christmas, friends family! wish wonderful, love filled day... year lovely blessings!""",0,0,1,1,1
9420,"""thank much, family friends birthday greetings wishes! great week... happy thanksgiving! hugs!""",0,0,1,1,1
9421,2nd week without cellphone... like back 90s.,0,0,1,1,1
9422,"ready beat bronchitic asthma's ass ginger, honey garlic wink smirk",0,0,1,1,1
9423,news 11... get perfect jeans! seriously?!? news get stupid?,0,0,1,1,1
9424,believe allergic tuyo well shrimp!,0,0,1,1,1
9425,drilled hole finger.. even this!?,1,0,1,0,0
9426,"donkeys... idk why, popped head! (he says whilst looking donkey game ment send world vision kidconfusion woops.",1,0,1,0,0
9427,sneezed twice... sneezed out. happy face smiley,1,0,1,0,0
9428,"facebook etongue sticking cheeky playful blowing raspberryeriment- reading this, whether speak often, please post comment first memory pops head. finished, post paragraph status; surprised people remember you!",1,0,1,0,0
9429,"brain wakes 5am again. alarm set 6.30am. why!?!? 6am, fall asleep again, wake 6.28am... redbull!",1,0,1,0,0
9430,home now! ready sleep! tongue sticking cheeky playful blowing raspberry all! sleep well!,1,0,1,0,0
9431,"felt like falling asleep hotpool. blah! oh well, sleep time!",1,0,1,0,0
9432,computer keeps flashing me. like actually!,1,0,1,0,0
9433,"merry christmas *propname* christmas tree, take sore back! decided sort junk, (all stuff stairs moved recentlyconfusion belongings. went get something! bang! curl ball cry sleep. lol! yay! going eat chocolate! wink smirk takecare all!",1,0,1,0,0
9434,donuts.,1,0,1,0,0
9435,welcome call. 3 jobs counting.,1,0,1,0,0
9436,"think institutionalise one friends, point fingures karl.....",1,0,1,0,0
9437,"messy room again.. love searching random thngs.. nice bed looking right now! ninite all, hope great dreams better sleeps!",1,0,1,0,0
9438,4 jobs.,1,0,1,0,0
9439,wondering work actually working?,0,0,1,1,1
9440,kicking ass vegas happy face smiley,0,0,1,1,1
9441,love dead...,1,0,0,1,1
9442,"attention everyone: misfortune reading this, regret inform seriously injured car accident. okay, maybe not, lose game....",1,0,0,1,1
9443,desperately seeking room slash room mate. anyone help leads?,1,0,0,1,1
9444,failing....the next best thing succeeding.,1,0,0,1,1
9445,anyone think could help escorting airport friday morning? pay undying gratitude awkward silences....,1,0,0,1,1
9446,plan officially scrapped. good thing plan b right? airportage 5:45 am!,1,0,0,1,1
9447,"tree falls woods one around hear it, still lose game?",1,0,0,1,1
9448,so. zombielantongue sticking cheeky playful blowing raspberry great movie?......or greatest movie?,1,0,0,1,1
9449,back 813....the place be!,1,0,0,1,1
9450,would like failsauce go epic fail?,1,0,0,1,1
9451,toronto! getting canadian on!,1,0,0,1,1
9452,"back vacation. cruise fun, feel like need vacation previous vacation...",1,0,0,1,1
9453,sick! going blame northerners...why? not?,1,0,0,1,1
9454,something super...bowl? right now?,1,0,0,1,1
9455,like bored saturday night...,1,0,0,1,1
9456,": bubble picture requested.  related note, bike fallen victim insatiable hunger *propname*'s venus bike trap.",0,0,0,1,1
9457,"good mood, nice change.",0,1,0,0,0
9458,bored back home already.,0,1,0,0,0
9459,needs something do.,0,1,0,0,0
9460,enjoyed lunch today.,0,1,0,0,0
9461,arsed...,0,1,0,0,0
9462,needs sleep want stop tonight. damn sleep awful habit.,0,1,0,0,0
9463,needs something tonight.,0,1,0,0,0
9464,"remember, remember, fifth november, gunpowder treason plot. know reason gunpowder treason ever forgot... man?",0,1,0,0,0
9465,"bought five finger death punch: way fist well breaking *propname*: dear agony, dilemma what?! votes happy face smiley",0,1,0,0,0
9466,disappointed new watch come heart-shaped box.  cringe know bored frown sad andry pouting,0,1,0,0,0
9467,thinks people really need learn act age.,0,1,0,0,0
9468,engage brain asking anyone free 14th february future skeptical annoyed undecided uneasy hesitant/,0,1,0,0,0
9469,"bought today, opened yet.  actually, probably get another days since busy moving setting everything else.",0,1,0,1,0
9470,"belatedly discovered ""my so-called"" doppelganger getting 90s tv fix.",0,1,0,1,0
9471,guess might start using facebook then...so much info port over.,0,1,0,1,1
9472,"moved everything myspace ""wonderful"" site. really even know why. bored maybe? bet hardly ever use it.",0,1,0,1,1
9473,"almost killed trying get piece non-existent parchment paper spider infested basement. also, would buy amish fruit salad? questions",0,1,0,1,1
9474,officially hates interpreting poetry.,0,1,0,1,1
9475,"bored...going go watch thundercats 50"". exciting evening, eh?",0,1,0,1,1
9476,"really see dislike button abused ironic purposes... (now, joy, get read jane eyreconfusion",0,1,0,1,1
9477,"process trying write masterpiece! (oh, vanityconfusion",0,1,0,1,1
9478,sleep...,0,1,0,1,1
9479,"going read ""shf""",0,1,0,1,1
9480,"bought ""season 1"" old thundercats cartoon; watching shit old nostalgic favorite right now. unrelated note, tons homework. looks like good combination.",0,1,0,1,1
9481,apparently read better listening pink floyd. really helps stimulating mind.,0,1,0,1,1
